"","x"
"1978163",1
"286092",1
"174260",1
"1406475",1
"1534728",1
"1752641",1
"748789",1
"1423635",1
"26956",1
"400011",1
"1492194",1
"718854",1
"514005",1
"1291192",1
"1216231",1
"2028417",1
"1592772",1
"479479",1
"357463",1
"1318995",1
"1283405",1
"894284",1
"357379",1
"2176731",1
"1243276",1
"554608",1
"1013332",1
"1160333",1
"937876",1
"458253",1
"2066917",1
"1121911",1
"129502",1
"1090320",1
"1467142",1
"192553",1
"605160",1
"2418500",1
"1354702",1
"1308926",1
"1073837",1
"1038806",1
"1137283",1
"704059",1
"562436",1
"244114",1
"1414277",1
"1181199",1
"480425",1
"1008256",1
"1084739",1
"1279504",1
"961011",1
"700305",1
"148225",1
"1301920",1
"574689",1
"258160",1
"1404104",1
"1367259",1
"606056",1
"1340564",1
"1131714",1
"1157286",1
"1114323",1
"858716",1
"224631",1
"303836",1
"821076",1
"376685",1
"549382",1
"1176343",1
"686145",1
"1356317",1
"1053529",1
"987854",1
"1519895",1
"1592705",1
"2208928",1
"738543",1
"1233393",1
"2451508",1
"950095",1
"194690",1
"728985",1
"846757",1
"682404",1
"1539716",1
"69712",1
"949499",1
"674150",1
"775540",1
"1567407",1
"889565",1
"1347263",1
"1242444",1
"1512271",1
"1996557",1
"159818",1
"1267151",1
"92457",1
"109691",1
"814797",1
"1137211",1
"2128317",1
"1282487",1
"828525",1
"504435",1
"1611342",1
"1270769",1
"1041727",1
"1104404",1
"1114389",1
"2258527",1
"1429528",1
"2441200",1
"1421290",1
"585682",1
"1398407",1
"1120636",1
"684470",1
"1580668",1
"959110",1
"1279803",1
"1326560",1
"917303",1
"1831667",1
"936417",1
"4526",1
"1369965",1
"1060528",1
"1534357",1
"1488934",1
"802309",1
"1052577",1
"822453",1
"1024754",1
"1441913",1
"1116550",1
"2099558",1
"1264603",1
"1078341",1
"1213714",1
"1300351",1
"1565408",1
"880874",1
"861490",1
"1036596",1
"1061720",1
"250325",1
"1860818",1
"624388",1
"593430",1
"1260512",1
"1265044",1
"938363",1
"898976",1
"218849",1
"2094216",1
"2228",1
"1213914",1
"1047939",1
"1660514",1
"375123",1
"1742792",1
"472604",1
"588113",1
"1362622",1
"2314976",1
"563556",1
"736015",1
"1168093",1
"172907",1
"555995",1
"538559",1
"2448409",1
"1583226",1
"1059005",1
"1499633",1
"2040443",1
"1780411",1
"1229364",1
"731304",1
"238732",1
"186068",1
"760321",1
"333892",1
"520857",1
"417849",1
"2447677",1
"2219543",1
"1222450",1
"1547253",1
"665506",1
"1200308",1
"665813",1
"119813",1
"1051907",1
"454250",1
"1675259",1
"1182763",1
"521800",1
"766500",1
"1680557",1
"193038",1
"685064",1
"410325",1
"1445770",1
"151507",1
"1616463",1
"1227816",1
"264592",1
"1425969",1
"1107729",1
"47549",1
"376306",1
"1379150",1
"555025",1
"1336323",1
"1659537",1
"390131",1
"1207911",1
"1288666",1
"1680562",1
"171157",1
"912025",1
"1288331",1
"580468",1
"230959",1
"863206",1
"703657",1
"901545",1
"1367604",1
"1733691",1
"1164082",1
"879576",1
"1419420",1
"1603916",1
"334817",1
"1576592",1
"1148367",1
"915481",1
"1264847",1
"793540",1
"254317",1
"242840",1
"1337604",1
"2293422",1
"482721",1
"1551884",1
"1083865",1
"1763976",1
"222782",1
"1028605",1
"1777814",1
"1476073",1
"513980",1
"1532380",1
"1317286",1
"486099",1
"1313601",1
"1339290",1
"1581547",1
"288311",1
"1381339",1
"487607",1
"266649",1
"1053326",1
"794305",1
"892414",1
"2068931",1
"872620",1
"1286459",1
"552686",1
"1260439",1
"2219080",1
"333167",1
"1140965",1
"1084721",1
"1305132",1
"1235044",1
"1800613",1
"1242057",1
"2306248",1
"1133672",1
"1390278",1
"919820",1
"298319",1
"968668",1
"506635",1
"747582",1
"1266427",1
"1456346",1
"1706433",1
"667077",1
"2014867",1
"1035327",1
"845913",1
"264970",1
"237916",1
"2321737",1
"1227770",1
"1365735",1
"461568",1
"585860",1
"1631788",1
"1690890",1
"658212",1
"765418",1
"2262125",1
"1072972",1
"732451",1
"1002923",1
"1154002",1
"1041341",1
"1544693",1
"998620",1
"602439",1
"1404182",1
"953534",1
"1288164",1
"1210856",1
"1703657",1
"588501",1
"1092632",1
"1572134",1
"781072",1
"158648",1
"166608",1
"498172",1
"377947",1
"1697007",1
"182256",1
"47818",1
"1428933",1
"1152142",1
"1680194",1
"929485",1
"1660134",1
"201348",1
"1009749",1
"1126002",1
"394815",1
"1987453",1
"481987",1
"330970",1
"1140958",1
"1569247",1
"1125341",1
"1298923",1
"1787039",1
"760039",1
"1188242",1
"1205248",1
"281349",1
"1073472",1
"1531438",1
"626867",1
"1807683",1
"665400",1
"1321320",1
"450041",1
"192089",1
"1683901",1
"2395211",1
"1178459",1
"319179",1
"1422260",1
"2383558",1
"2431079",1
"2442603",1
"1704155",1
"1046262",1
"935492",1
"300982",1
"474864",1
"1159406",1
"802413",1
"1352384",1
"1163389",1
"1069293",1
"772215",1
"947844",1
"346128",1
"1178147",1
"643104",1
"1211908",1
"1584997",1
"295799",1
"2258416",1
"1315676",1
"2475026",1
"737864",1
"621490",1
"1441661",1
"2237726",1
"446284",1
"991565",1
"1069744",1
"1729859",1
"1181444",1
"2434794",1
"1259087",1
"468515",1
"992946",1
"326155",1
"1118584",1
"1706635",1
"976319",1
"736318",1
"1063225",1
"755002",1
"1084133",1
"183955",1
"507523",1
"1511708",1
"2452377",1
"1586470",1
"192290",1
"1858532",1
"179796",1
"1076361",1
"1532789",1
"1390205",1
"1342141",1
"244413",1
"1526096",1
"910882",1
"1160074",1
"1592941",1
"1197121",1
"2302734",1
"670773",1
"2359911",1
"1627804",1
"1244370",1
"1299030",1
"1516159",1
"1833374",1
"977951",1
"703354",1
"1741782",1
"1737857",1
"304890",1
"414962",1
"1023905",1
"2235318",1
"1366973",1
"1365456",1
"1639771",1
"245159",1
"1496767",1
"347619",1
"431069",1
"1247132",1
"364212",1
"867747",1
"1491651",1
"678939",1
"945019",1
"2220633",1
"1142335",1
"731560",1
"768525",1
"1417913",1
"610402",1
"1666490",1
"1801775",1
"663050",1
"1617005",1
"1203309",1
"2383448",1
"2252584",1
"1070787",1
"1410378",1
"183619",1
"3336",1
"1661774",1
"1722138",1
"1300402",1
"173072",1
"485783",1
"1082540",1
"62352",1
"1093597",1
"2184532",1
"2345382",1
"2435062",1
"174795",1
"756110",1
"1419401",1
"563410",1
"950478",1
"656718",1
"1861795",1
"1943837",1
"329173",1
"1902396",1
"252995",1
"2404517",1
"821736",1
"1214777",1
"877631",1
"2443940",1
"1109395",1
"271198",1
"2332128",1
"528317",1
"1268072",1
"1206513",1
"1653905",1
"793708",1
"846320",1
"322357",1
"595126",1
"1345745",1
"1597430",1
"661864",1
"814840",1
"989269",1
"1008014",1
"1849929",1
"1922147",1
"1185131",1
"573985",1
"642994",1
"1195448",1
"493491",1
"1068031",1
"1721740",1
"1595763",1
"93764",1
"538026",1
"1281338",1
"1640873",1
"509374",1
"1363942",1
"278474",1
"1190105",1
"1414147",1
"1000399",1
"653024",1
"1828600",1
"1216583",1
"1092994",1
"344935",1
"1837194",1
"1793624",1
"2437862",1
"1587994",1
"357577",1
"907808",1
"2321272",1
"229777",1
"1750776",1
"1146563",1
"330700",1
"1192408",1
"890716",1
"184438",1
"1185087",1
"635145",1
"260486",1
"1681994",1
"1072458",1
"648785",1
"171180",1
"781143",1
"506558",1
"1212296",1
"657474",1
"1613239",1
"669559",1
"261182",1
"1763346",1
"545066",1
"843533",1
"1622585",1
"1582630",1
"1381583",1
"1689925",1
"784009",1
"1213208",1
"701997",1
"2249906",1
"1393142",1
"200501",1
"2377724",1
"999555",1
"1819973",1
"1318459",1
"1195917",1
"880489",1
"974816",1
"65790",1
"956954",1
"404745",1
"1239928",1
"471954",1
"1193702",1
"631717",1
"1405720",1
"1786434",1
"1918011",1
"1951086",1
"2209754",1
"685786",1
"1208400",1
"1793283",1
"331861",1
"1144216",1
"547671",1
"1503895",1
"1112679",1
"510459",1
"1224530",1
"1173977",1
"124603",1
"200768",1
"567746",1
"976072",1
"519190",1
"1090237",1
"769155",1
"786142",1
"852150",1
"546764",1
"2192072",1
"955938",1
"485483",1
"821688",1
"2459292",1
"2272014",1
"261138",1
"815239",1
"2290193",1
"998117",1
"781282",1
"893506",1
"768198",1
"2236617",1
"2146695",1
"193986",1
"1222286",1
"2405617",1
"2263770",1
"1163131",1
"322614",1
"1169046",1
"1713347",1
"1374325",1
"858154",1
"160399",1
"934974",1
"816906",1
"686491",1
"651857",1
"544176",1
"1800156",1
"811753",1
"1175547",1
"666429",1
"1003709",1
"611084",1
"1308126",1
"1108677",1
"1657719",1
"349695",1
"1013144",1
"978382",1
"1927639",1
"42375",1
"1507185",1
"1229956",1
"1124125",1
"1609800",1
"1206871",1
"142642",1
"1224294",1
"68977",1
"1128848",1
"1601732",1
"581483",1
"795878",1
"1683233",1
"2330833",1
"1719316",1
"1876506",1
"795860",1
"643282",1
"974004",1
"975390",1
"782616",1
"1593162",1
"1060154",1
"1257325",1
"1754645",1
"790569",1
"1615736",1
"2159006",1
"885028",1
"866666",1
"267809",1
"469619",1
"809561",1
"1071132",1
"729651",1
"1227054",1
"648993",1
"1389533",1
"1485566",1
"403434",1
"2058700",1
"912276",1
"943028",1
"542554",1
"761479",1
"1026678",1
"1710783",1
"1236400",1
"1383970",1
"578057",1
"1217317",1
"1607572",1
"220770",1
"1163315",1
"587546",1
"2037758",1
"534822",1
"794320",1
"952511",1
"348122",1
"1181861",1
"1455929",1
"984963",1
"1057160",1
"628439",1
"954556",1
"1338298",1
"979181",1
"1128166",1
"1094643",1
"2450459",1
"1254862",1
"1844466",1
"597349",1
"1708311",1
"1614315",1
"1703843",1
"606701",1
"1610519",1
"250304",1
"1057220",1
"1204982",1
"1651578",1
"1144526",1
"2145433",1
"525454",1
"929910",1
"1703734",1
"301370",1
"1071554",1
"1458339",1
"1719231",1
"2323241",1
"851775",1
"526995",1
"1609162",1
"1632109",1
"157632",1
"2364389",1
"614110",1
"1397575",1
"1486833",1
"1402943",1
"735046",1
"564307",1
"278815",1
"1622312",1
"1325041",1
"750325",1
"999577",1
"1379326",1
"1215635",1
"1978661",1
"935512",1
"1050854",1
"2424925",1
"1624774",1
"967927",1
"1233729",1
"1186053",1
"2418259",1
"2172683",1
"1715877",1
"856448",1
"332383",1
"1468272",1
"1326933",1
"1250188",1
"825592",1
"242077",1
"1311535",1
"1007055",1
"1326498",1
"549090",1
"644524",1
"1276477",1
"1068278",1
"174143",1
"587410",1
"507168",1
"164615",1
"264582",1
"171785",1
"1436724",1
"1720158",1
"968145",1
"627447",1
"272274",1
"740330",1
"340697",1
"144043",1
"1348647",1
"1636646",1
"456071",1
"2098920",1
"2006045",1
"1405449",1
"307806",1
"1415240",1
"559368",1
"1088307",1
"807239",1
"1245301",1
"206656",1
"1362961",1
"1568701",1
"773427",1
"749745",1
"1270467",1
"1442990",1
"113002",1
"1173464",1
"970391",1
"1411462",1
"1725419",1
"231578",1
"890194",1
"634713",1
"1152347",1
"1139278",1
"1837469",1
"2330303",1
"76400",1
"887198",1
"876599",1
"1152719",1
"295322",1
"846843",1
"921348",1
"1568083",1
"842163",1
"363607",1
"726631",1
"617808",1
"1225818",1
"836279",1
"308800",1
"644462",1
"1494292",1
"224403",1
"1649929",1
"739133",1
"298532",1
"1404858",1
"228604",1
"1745138",1
"1845432",1
"1432457",1
"1890674",1
"1104497",1
"1554974",1
"1188379",1
"2338976",1
"443816",1
"373753",1
"1398756",1
"201905",1
"636151",1
"231670",1
"2255184",1
"422333",1
"827689",1
"1116748",1
"941078",1
"430132",1
"1488881",1
"1087585",1
"1628993",1
"1222793",1
"178811",1
"1702941",1
"824639",1
"1300503",1
"1406600",1
"1828669",1
"1358097",1
"247810",1
"867173",1
"1423068",1
"1518962",1
"1080532",1
"517742",1
"1082991",1
"1455127",1
"286078",1
"544082",1
"1454324",1
"1387622",1
"1539759",1
"979443",1
"831182",1
"1081096",1
"959498",1
"1572635",1
"143936",1
"1309415",1
"1631060",1
"1632813",1
"814792",1
"1181488",1
"2267039",1
"1256649",1
"1407956",1
"1326545",1
"1714351",1
"589593",1
"564403",1
"1410127",1
"1610502",1
"1463602",1
"871674",1
"1009663",1
"1041168",1
"272971",1
"2122504",1
"1632877",1
"1685237",1
"87459",1
"2047495",1
"295324",1
"2431536",1
"6164",1
"911550",1
"1999233",1
"1669959",1
"1165343",1
"1604392",1
"889557",1
"894698",1
"2230317",1
"479154",1
"1657224",1
"1190076",1
"816842",1
"1271258",1
"152890",1
"977794",1
"1488651",1
"180314",1
"642160",1
"615360",1
"1968296",1
"166590",1
"923303",1
"1138388",1
"976623",1
"1281686",1
"552541",1
"1563614",1
"168119",1
"1152787",1
"2357225",1
"463541",1
"360313",1
"522273",1
"520877",1
"685951",1
"1458893",1
"1281110",1
"185274",1
"2342993",1
"1138316",1
"337220",1
"820941",1
"330361",1
"983539",1
"1566004",1
"1474842",1
"1126410",1
"487559",1
"246144",1
"1727730",1
"1058793",1
"1345603",1
"899998",1
"459588",1
"2454400",1
"1591243",1
"1874879",1
"1235474",1
"1360023",1
"440707",1
"1016881",1
"2465795",1
"1600112",1
"1289270",1
"1845082",1
"1606916",1
"1226496",1
"1775519",1
"1556662",1
"1332460",1
"449903",1
"1699596",1
"478668",1
"178284",1
"2273327",1
"667649",1
"1393915",1
"198047",1
"545691",1
"1350685",1
"374333",1
"2079580",1
"2295033",1
"1194565",1
"606913",1
"549394",1
"343104",1
"320491",1
"252881",1
"798721",1
"1270139",1
"577041",1
"1613141",1
"962239",1
"461961",1
"166841",1
"1651486",1
"1424731",1
"1693900",1
"273533",1
"1014860",1
"302624",1
"634767",1
"1246200",1
"1176583",1
"1738945",1
"389971",1
"84796",1
"2161323",1
"1213394",1
"158686",1
"1292340",1
"656524",1
"1784701",1
"1735952",1
"1713881",1
"785815",1
"1473435",1
"583496",1
"1410324",1
"1383030",1
"1055075",1
"162093",1
"1796931",1
"1465806",1
"1742468",1
"1345739",1
"812582",1
"862675",1
"276171",1
"1221922",1
"1279502",1
"1312012",1
"1311219",1
"1400827",1
"1217605",1
"1453339",1
"672326",1
"1518741",1
"1718527",1
"627234",1
"1375310",1
"1630255",1
"2025260",1
"1064605",1
"675225",1
"744642",1
"654933",1
"1301224",1
"1274706",1
"1579421",1
"1734788",1
"862354",1
"939047",1
"1373215",1
"1079703",1
"1219985",1
"496389",1
"1202264",1
"350737",1
"642730",1
"678120",1
"1089596",1
"1374191",1
"717095",1
"688468",1
"1174414",1
"1426256",1
"463627",1
"794306",1
"689925",1
"978481",1
"1176378",1
"75616",1
"746319",1
"1032636",1
"458250",1
"1452939",1
"670686",1
"1413783",1
"1499040",1
"334146",1
"769214",1
"1063251",1
"690929",1
"497286",1
"1000239",1
"562304",1
"1485556",1
"1401836",1
"1804083",1
"1260142",1
"1700601",1
"281428",1
"1807401",1
"504594",1
"969653",1
"1595955",1
"1053571",1
"2216540",1
"577305",1
"777195",1
"941521",1
"275217",1
"1437470",1
"755408",1
"1604766",1
"180750",1
"499952",1
"320230",1
"575342",1
"230846",1
"1090848",1
"328408",1
"2062508",1
"781176",1
"1197503",1
"1538535",1
"1774149",1
"922480",1
"294228",1
"1691928",1
"1049664",1
"964433",1
"688361",1
"171554",1
"440468",1
"430382",1
"1078716",1
"2466668",1
"1310991",1
"1797734",1
"1581740",1
"926996",1
"941171",1
"583494",1
"1593074",1
"447615",1
"277748",1
"1154584",1
"2401517",1
"1771413",1
"1356461",1
"729420",1
"503897",1
"1440916",1
"1049680",1
"961984",1
"509407",1
"1431463",1
"515891",1
"616737",1
"528674",1
"1550943",1
"192825",1
"444272",1
"1314259",1
"1511321",1
"598258",1
"874602",1
"23467",1
"267500",1
"1044288",1
"1312912",1
"1016469",1
"1295741",1
"1145794",1
"1496547",1
"1539141",1
"473705",1
"644190",1
"93985",1
"1055368",1
"940972",1
"978675",1
"720237",1
"546223",1
"778722",1
"1506209",1
"586321",1
"1003820",1
"1395578",1
"1013164",1
"2340478",1
"1381645",1
"745695",1
"1594749",1
"865779",1
"1013509",1
"794494",1
"1520726",1
"652766",1
"612018",1
"420755",1
"178049",1
"1694828",1
"1532577",1
"1403732",1
"278808",1
"1264424",1
"1073835",1
"1197529",1
"774593",1
"329242",1
"1316327",1
"1459093",1
"275699",1
"862924",1
"399587",1
"998338",1
"1810774",1
"1706613",1
"218351",1
"536624",1
"1185428",1
"1049161",1
"1494121",1
"88750",1
"1539520",1
"305123",1
"2427595",1
"1318969",1
"459882",1
"627795",1
"155454",1
"535280",1
"1810613",1
"1583750",1
"754793",1
"517351",1
"1257862",1
"1449191",1
"1589776",1
"1441931",1
"185366",1
"2171849",1
"411395",1
"1389780",1
"342137",1
"236093",1
"1537476",1
"673420",1
"1632736",1
"494838",1
"1046860",1
"1502547",1
"1305043",1
"1104912",1
"1292450",1
"2288580",1
"1157929",1
"578406",1
"885145",1
"1685110",1
"791210",1
"1058270",1
"327776",1
"334182",1
"916819",1
"1333623",1
"1929765",1
"311164",1
"1021111",1
"1180220",1
"1905522",1
"935449",1
"1602219",1
"713764",1
"940497",1
"1971260",1
"886739",1
"1075334",1
"2161332",1
"1221470",1
"724459",1
"1101391",1
"1394858",1
"1588218",1
"648643",1
"1172287",1
"1211869",1
"1187111",1
"1293019",1
"318988",1
"1097499",1
"1943043",1
"666378",1
"396205",1
"742644",1
"1646476",1
"1719774",1
"250692",1
"1175255",1
"1577067",1
"539795",1
"487482",1
"866296",1
"1178014",1
"218795",1
"689178",1
"382540",1
"1710365",1
"1664464",1
"1262672",1
"286499",1
"1285239",1
"1696354",1
"1788025",1
"228422",1
"1779604",1
"1442362",1
"1144863",1
"1243966",1
"278381",1
"220173",1
"522608",1
"83855",1
"1568512",1
"1010110",1
"1572323",1
"489279",1
"2414359",1
"960553",1
"1342471",1
"18233",1
"1431952",1
"1215695",1
"1117373",1
"152519",1
"1507911",1
"1453627",1
"28663",1
"1514945",1
"1762757",1
"517718",1
"414658",1
"1060861",1
"892126",1
"1814443",1
"894866",1
"1148684",1
"311068",1
"2444152",1
"973571",1
"764760",1
"403288",1
"786525",1
"908265",1
"2055620",1
"1191973",1
"31244",1
"837790",1
"203028",1
"1063153",1
"823438",1
"1491342",1
"1489156",1
"626642",1
"839897",1
"566263",1
"1308423",1
"1425049",1
"2213573",1
"1237734",1
"235266",1
"1248458",1
"1358482",1
"494458",1
"1741786",1
"1369161",1
"1477075",1
"2167966",1
"1033810",1
"1597796",1
"251133",1
"1716127",1
"741599",1
"1562274",1
"1261935",1
"805849",1
"836931",1
"437818",1
"1242582",1
"289495",1
"1291928",1
"900975",1
"573645",1
"873769",1
"1821820",1
"879943",1
"1596863",1
"1174122",1
"1481751",1
"1673074",1
"1642186",1
"283925",1
"1481533",1
"1713509",1
"1481590",1
"1129543",1
"916836",1
"1634432",1
"899558",1
"1431999",1
"528118",1
"1168993",1
"674791",1
"1080325",1
"1362123",1
"498309",1
"1138977",1
"1740742",1
"1969111",1
"730009",1
"1087580",1
"67927",1
"883175",1
"834735",1
"293994",1
"1321923",1
"1031093",1
"1108172",1
"2231013",1
"1013609",1
"1385455",1
"939259",1
"1068565",1
"1483691",1
"1566658",1
"1992329",1
"1656445",1
"1464618",1
"22070",1
"286541",1
"2397552",1
"1983455",1
"1213320",1
"170191",1
"1572141",1
"2342190",1
"1788659",1
"1751541",1
"911575",1
"986360",1
"1531167",1
"1356968",1
"912803",1
"690671",1
"1767464",1
"592290",1
"468124",1
"2361221",1
"1745375",1
"1652650",1
"740401",1
"1570420",1
"813285",1
"100592",1
"1550115",1
"76495",1
"866935",1
"1363627",1
"799694",1
"1714327",1
"1196579",1
"976017",1
"1328810",1
"1448514",1
"1783890",1
"701995",1
"1547704",1
"1188473",1
"864749",1
"1109634",1
"643830",1
"362434",1
"1298430",1
"1012170",1
"1344030",1
"1361143",1
"1454280",1
"316507",1
"258930",1
"1182261",1
"1456256",1
"372424",1
"306117",1
"989397",1
"2271402",1
"1353782",1
"1098110",1
"1614745",1
"189369",1
"1623134",1
"1629441",1
"1099297",1
"1532879",1
"888041",1
"579754",1
"1195478",1
"620124",1
"389208",1
"796501",1
"1555943",1
"1280041",1
"1121073",1
"1403396",1
"833560",1
"1222479",1
"765512",1
"536421",1
"1285394",1
"1750609",1
"866454",1
"551509",1
"157710",1
"1194109",1
"1676034",1
"666718",1
"285828",1
"1416152",1
"268695",1
"1087594",1
"1651484",1
"925866",1
"1209636",1
"1602490",1
"609166",1
"1314396",1
"1217901",1
"2165223",1
"927533",1
"1369363",1
"627892",1
"1102932",1
"1298605",1
"450277",1
"1418114",1
"1467509",1
"1449767",1
"1813370",1
"1416247",1
"855607",1
"408857",1
"1269237",1
"1478574",1
"201650",1
"676192",1
"916130",1
"1572312",1
"1856444",1
"1262156",1
"562053",1
"2188696",1
"1716142",1
"1240770",1
"1358441",1
"2319200",1
"419175",1
"938798",1
"1609191",1
"2408571",1
"1083035",1
"1279589",1
"523906",1
"582060",1
"1350040",1
"1081990",1
"682996",1
"820588",1
"404529",1
"651421",1
"1783359",1
"151328",1
"12601",1
"1022076",1
"568084",1
"2346164",1
"731702",1
"1068056",1
"1495420",1
"796210",1
"803782",1
"743773",1
"1656020",1
"191670",1
"172436",1
"231074",1
"1483119",1
"936058",1
"1543886",1
"1868486",1
"1170824",1
"1376227",1
"1126802",1
"1603345",1
"1226929",1
"2297648",1
"797635",1
"284105",1
"1785040",1
"349665",1
"1242797",1
"802284",1
"1316333",1
"1263547",1
"1312446",1
"1633263",1
"768190",1
"1091441",1
"1555792",1
"679795",1
"1646855",1
"1139791",1
"764650",1
"1219417",1
"799190",1
"525471",1
"418720",1
"1933635",1
"573328",1
"309170",1
"637823",1
"740191",1
"341370",1
"883730",1
"1940487",1
"2197978",1
"24301",1
"550038",1
"1566042",1
"1746227",1
"1468311",1
"760597",1
"1817345",1
"1516619",1
"264417",1
"1138180",1
"273326",1
"500556",1
"1598683",1
"1555216",1
"257609",1
"2051314",1
"2383519",1
"1403060",1
"706913",1
"366013",1
"1246775",1
"113679",1
"1738651",1
"1439825",1
"1457614",1
"500967",1
"1761282",1
"573583",1
"785966",1
"1308623",1
"1180968",1
"1763181",1
"2158334",1
"741053",1
"890191",1
"1246874",1
"1752063",1
"579019",1
"159675",1
"1588945",1
"490974",1
"1125446",1
"1369831",1
"1207522",1
"1616042",1
"745707",1
"1348766",1
"1623549",1
"1006204",1
"1590373",1
"2127789",1
"1434214",1
"734613",1
"557873",1
"819122",1
"1552998",1
"215561",1
"941965",1
"1477311",1
"71533",1
"1812489",1
"1281815",1
"1212499",1
"1371203",1
"2322252",1
"294387",1
"1076117",1
"648027",1
"556680",1
"1196978",1
"267006",1
"543889",1
"766108",1
"404630",1
"739354",1
"2386884",1
"120783",1
"598147",1
"847450",1
"816947",1
"757180",1
"1145365",1
"1165465",1
"836614",1
"2442441",1
"402924",1
"1440229",1
"1627694",1
"1028345",1
"941644",1
"510893",1
"993512",1
"1410582",1
"1142538",1
"1709167",1
"683852",1
"1291258",1
"1669387",1
"1089487",1
"237369",1
"780721",1
"2383946",1
"1626532",1
"446412",1
"1057999",1
"1313576",1
"1388733",1
"328817",1
"1145193",1
"1580046",1
"1256539",1
"781572",1
"1588220",1
"1946748",1
"214368",1
"1709903",1
"1206249",1
"786481",1
"1060392",1
"164336",1
"481733",1
"373399",1
"711472",1
"1004220",1
"1259601",1
"467001",1
"1205608",1
"1343475",1
"1122217",1
"1593657",1
"798274",1
"750957",1
"1345038",1
"2140791",1
"706619",1
"613425",1
"617206",1
"1436941",1
"486550",1
"937832",1
"671922",1
"1127256",1
"2124323",1
"923432",1
"157203",1
"1326727",1
"1044612",1
"1119641",1
"1218253",1
"1126490",1
"1091554",1
"1520117",1
"365861",1
"327053",1
"782228",1
"1220037",1
"1335184",1
"1763513",1
"993436",1
"463918",1
"106727",1
"189343",1
"900545",1
"1146266",1
"817942",1
"425981",1
"1431440",1
"1643400",1
"1265256",1
"1245243",1
"1282433",1
"273557",1
"1556584",1
"1945297",1
"560131",1
"1417395",1
"1210973",1
"666435",1
"1584090",1
"1070944",1
"238719",1
"1414923",1
"1024679",1
"1474514",1
"726785",1
"591824",1
"911053",1
"854988",1
"482980",1
"1494355",1
"1269155",1
"1706210",1
"950418",1
"926186",1
"1693310",1
"1007744",1
"1821294",1
"1402409",1
"306164",1
"1339028",1
"1654752",1
"146925",1
"738149",1
"269467",1
"939287",1
"367027",1
"360244",1
"391060",1
"1216039",1
"1312224",1
"1811727",1
"914178",1
"1300271",1
"650742",1
"833100",1
"544463",1
"823030",1
"579138",1
"1081216",1
"271714",1
"933565",1
"2311517",1
"1313742",1
"2254632",1
"411624",1
"595928",1
"397341",1
"648801",1
"260737",1
"942200",1
"460484",1
"567556",1
"1620108",1
"901140",1
"472276",1
"1077597",1
"870279",1
"2373223",1
"640913",1
"1079057",1
"1447920",1
"725474",1
"2215318",1
"27551",1
"1346718",1
"1801020",1
"1189071",1
"1422558",1
"577326",1
"741986",1
"297488",1
"783288",1
"370223",1
"230971",1
"464944",1
"1244826",1
"1768478",1
"1802078",1
"86014",1
"1417833",1
"845803",1
"822392",1
"1549308",1
"634916",1
"890187",1
"2061991",1
"1219494",1
"1308299",1
"593128",1
"777910",1
"1370691",1
"238204",1
"441635",1
"737005",1
"1225058",1
"1726307",1
"43582",1
"1385157",1
"1020434",1
"795787",1
"984990",1
"598301",1
"1438842",1
"1916546",1
"867621",1
"1214965",1
"2136339",1
"953754",1
"614058",1
"1439350",1
"1363912",1
"1344505",1
"747617",1
"797618",1
"569747",1
"180641",1
"1343570",1
"415341",1
"1780112",1
"1530826",1
"1620254",1
"1890923",1
"1239609",1
"855644",1
"1000260",1
"537952",1
"1223626",1
"1280385",1
"1754827",1
"1213397",1
"1756509",1
"1372497",1
"317924",1
"1287919",1
"1133885",1
"1076163",1
"1006451",1
"1728141",1
"1317253",1
"398924",1
"158458",1
"977830",1
"546773",1
"1066121",1
"2311841",1
"2355191",1
"719355",1
"2343065",1
"909603",1
"2462497",1
"544660",1
"2359817",1
"189499",1
"1607445",1
"1468374",1
"593279",1
"1416911",1
"1211173",1
"1165736",1
"1121168",1
"2313093",1
"1093911",1
"120031",1
"1008581",1
"1319896",1
"2132309",1
"1683022",1
"208640",1
"174669",1
"2254820",1
"2337641",1
"1673775",1
"1386977",1
"1065757",1
"1280618",1
"989863",1
"1388266",1
"660623",1
"2430382",1
"1621343",1
"2368765",1
"744930",1
"156541",1
"209217",1
"1194794",1
"1695981",1
"1758012",1
"518767",1
"15013",1
"1674846",1
"701290",1
"1473803",1
"1452762",1
"1191527",1
"1698401",1
"1356468",1
"970973",1
"1722906",1
"418517",1
"1265613",1
"734966",1
"595841",1
"186725",1
"1100161",1
"668089",1
"917914",1
"1177246",1
"880112",1
"310531",1
"1211758",1
"1323306",1
"769658",1
"128037",1
"1569428",1
"2284807",1
"1677099",1
"430513",1
"1121294",1
"412191",1
"287366",1
"235762",1
"1019871",1
"1248229",1
"650513",1
"1441839",1
"1507097",1
"1432060",1
"1031787",1
"1436647",1
"1385594",1
"1870075",1
"269290",1
"1278200",1
"2040019",1
"689159",1
"1574229",1
"1749394",1
"894450",1
"612877",1
"1756133",1
"1291480",1
"296461",1
"740689",1
"874908",1
"1226745",1
"1808345",1
"1357349",1
"269040",1
"1600188",1
"160657",1
"1217321",1
"1218660",1
"180797",1
"993300",1
"1223948",1
"2456641",1
"297202",1
"1125344",1
"1470229",1
"1472874",1
"1402355",1
"1507193",1
"1034682",1
"951250",1
"838262",1
"1665423",1
"198021",1
"756545",1
"1575146",1
"2406850",1
"588428",1
"339638",1
"1325676",1
